,ms_location,latitude,longitude,localite
726,608-01-02995-00002,14.78255929,-17.31112895,MALIKA/KEUR MASSAR/DAKAR
461,608-01-09029-26977,13.77764,-16.33889,TOUBACOUTA/FOUNDIOUGNE/FATICK
455,608-01-09028-36323,14.71957974,-17.26784489,RUFISQUE/RUFISQUE/DAKAR
996,608-01-09024-60936,14.55213665,-17.06289758,SINDIA/MBOUR/THIES
815,608-01-04016-55825,14.41276,-16.97706,MBOUR/MBOUR/THIES
862,608-01-09001-02241,14.75040182,-17.4490551,PARCELLES ASSAINIES/DAKAR/DAKAR
269,608-01-04018-59522,14.6843547,-17.1321376,SINDIA/MBOUR/THIES
201,608-01-03505-00004,13.62348582,-15.64553362,MEDINA SABAKH/NIORO DU RIP/KAOLACK
161,608-01-03002-40687,14.8438391,-15.9208643,NDAME/MBACKE/DIOURBEL
555,608-01-00118-21171,14.690615881,-17.452637999,DAKAR PLATEAU/DAKAR/DAKAR
729,608-01-03001-43699,14.8169836,-16.6667155,THIENABA/THIES/THIES
401,608-01-09021-27161,16.00345929,-16.49307379,SAINT LOUIS/SAINT LOUIS/SAINT LOUIS
702,608-01-02014-30610,14.88283494,-15.8565828,NDAME/MBACKE/DIOURBEL
476,608-01-09032-16533,14.41378423,-16.25082667,NDIOB/FATICK/FATICK
821,608-01-04018-50557,14.7086209,-17.0899745,KEUR MOUSSEU (KEUR MOUSSA)/THIES/THIES
771,608-01-04001-53135,14.8489572,-15.8976784,NDAME/MBACKE/DIOURBEL
105,608-01-01031-00011,14.75050774,-17.3836244,PIKINE DAGOUDANE/PIKINE/DAKAR
565,608-01-00161-32694,14.7658286,-17.31182478,MALIKA/KEUR MASSAR/DAKAR
389,608-01-09016-62362,14.814229,-17.27803,BAMBILOR/RUFISQUE/DAKAR
1,608-01-00043-00000,14.66986901,-17.439786,DAKAR PLATEAU/DAKAR/DAKAR
937,608-01-09012-10062,14.91110075,-17.12350154,KAYAR/THIES/THIES
982,608-01-09022-49261,12.89349157,-14.9468786,KOLDA/KOLDA/KOLDA
561,608-01-00141-19527,14.76013188,-17.4558392,ALMADIES/DAKAR/DAKAR
80,608-01-00716-11819,13.98232078,-15.75532067,MABO/BIRKELANE/KAFFRINE
205,608-01-03658-00002,14.8652247,-16.8455857,PAMBAL/TIVAOUANE/THIES
34,608-01-00228-28586,15.5858745,-16.62379707,NDANDE/KEBEMER/LOUGA
775,608-01-04002-55077,14.8036022,-15.9067466,MBACKE/MBACKE/DIOURBEL
508,608-01-09042-06310,14.86185612,-15.90731457,NDAME/MBACKE/DIOURBEL
427,608-01-09024-60069,14.66262044,-17.1955051,SENDOU/RUFISQUE/DAKAR
454,608-01-09028-36321,14.71957974,-17.26784489,RUFISQUE/RUFISQUE/DAKAR
366,608-01-09012-50861,15.72421347,-16.51953538,SAKAL/LOUGA/LOUGA
91,608-01-00821-20497,14.77101448,-17.35563109,YEUMBEUL/KEUR MASSAR/DAKAR
339,608-01-09008-19851,14.69312433,-17.4627641,DAKAR PLATEAU/DAKAR/DAKAR
897,608-01-09004-48187,14.77981629,-16.91075026,THIES/THIES/THIES
564,608-01-00145-00001,14.66264253,-17.4336647,DAKAR PLATEAU/DAKAR/DAKAR
345,608-01-09009-01606,14.7769024,-17.3726493,GUEDIAWAYE/GUEDIAWAYE/DAKAR
776,608-01-04002-55248,14.7998167,-15.8804807,NDAME/MBACKE/DIOURBEL
241,608-01-04011-58548,14.7716831,-16.9270434,THIES/THIES/THIES
13,608-01-00118-21064,14.69723622,-17.44556561,DAKAR PLATEAU/DAKAR/DAKAR
315,608-01-09003-65284,14.74513744,-17.41705196,PIKINE DAGOUDANE/PIKINE/DAKAR
600,608-01-00401-00005,12.57383068,-16.2720431,ZIGUINCHOR/ZIGUINCHOR/ZIGUINCHOR
387,608-01-09016-36124,14.75925538,-17.29690892,JAXAAY/KEUR MASSAR/DAKAR
273,608-01-04018-63320,14.6416032,-17.1704532,DIAMNIADIO/RUFISQUE/DAKAR
166,608-01-03005-43394,14.909423,-15.861529,NDAME/MBACKE/DIOURBEL
840,608-01-04352-00006,13.76965,-13.64617,TAMBACOUNDA/TAMBACOUNDA/TAMBACOUNDA
992,608-01-09024-59872,14.50765581,-17.00279621,NGUEKOKH/MBOUR/THIES
646,608-01-00714-09569,13.6523228,-16.3205008,TOUBACOUTA/FOUNDIOUGNE/FATICK
818,608-01-04017-59760,14.9646,-16.812021,TIVAOUANE/TIVAOUANE/THIES
484,608-01-09033-62202,14.10753384,-15.3729258,SAGNA/MALEM HODDAR/KAFFRINE
980,608-01-09022-03668,12.89694101,-14.9265988,KOLDA/KOLDA/KOLDA
504,608-01-09040-48924,14.18423945,-16.07274805,MBADAKHOUNE/GUINGUINEO/KAOLACK
831,608-01-04038-00003,12.47322,-15.74781,DJIBANAR/GOUDOMP/SEDHIOU
243,608-01-04011-58879,14.808152,-16.9339976,THIES/THIES/THIES
566,608-01-00164-38161,14.741813,-17.284573,RUFISQUE/RUFISQUE/DAKAR
875,608-01-09002-37342,14.700455,-17.453899,GRAND DAKAR/DAKAR/DAKAR
562,608-01-00141-23093,14.76555579,-17.42216113,GUEDIAWAYE/GUEDIAWAYE/DAKAR
686,608-01-01305-00004,16.579206,-15.449798,GAE/DAGANA/SAINT LOUIS
189,608-01-03096-00005,14.93534,-16.82995,TIVAOUANE/TIVAOUANE/THIES
782,608-01-04004-53020,14.840684,-15.940264,NDAME/MBACKE/DIOURBEL
699,608-01-02004-40025,14.954086,-16.828076,TIVAOUANE/TIVAOUANE/THIES
475,608-01-09032-02340,14.47763036,-15.25340484,DAROU MINAM II/MALEM HODDAR/KAFFRINE
681,608-01-01133-00004,14.70785607,-17.4630407,ALMADIES/DAKAR/DAKAR
510,608-01-09042-12425,14.88802229,-15.89725429,NDAME/MBACKE/DIOURBEL
58,608-01-00632-00003,16.28096854,-16.14049313,ROSS BETHIO/DAGANA/SAINT LOUIS
474,608-01-09031-48667,14.9392181,-15.0551713,BARKEDJI/LINGUERE/LOUGA
560,608-01-00131-21404,14.72119666,-17.45820589,GRAND DAKAR/DAKAR/DAKAR
856,608-01-05175-00002,14.43688547,-16.97642922,MBOUR/MBOUR/THIES
747,608-01-03017-40308,14.942478,-16.494963,BABA GARAGE/BAMBEY/DIOURBEL
252,608-01-04015-54425,14.9503674,-16.8147352,TIVAOUANE/TIVAOUANE/THIES
21,608-01-00161-20486,14.77400291,-17.31566253,MALIKA/KEUR MASSAR/DAKAR
313,608-01-09003-33002,14.75050774,-17.3836244,PIKINE DAGOUDANE/PIKINE/DAKAR
459,608-01-09028-52440,14.2691547,-15.9426596,GUINGUINEO/GUINGUINEO/DAKAR
160,608-01-03002-40646,14.8517572,-15.9166503,NDAME/MBACKE/DIOURBEL
276,608-01-04108-00001,16.245814,-14.318544,CAS CAS/PODOR/SAINT LOUIS
955,608-01-09016-02121,14.76686958,-17.36162154,YEUMBEUL/KEUR MASSAR/DAKAR
191,608-01-03183-00002,15.65330419,-15.3536842,MBEULEUKHE/LINGUERE/LOUGA
385,608-01-09016-33501,14.77615187,-17.3506446,YEUMBEUL/KEUR MASSAR/DAKAR
805,608-01-04014-59998,14.9550916,-16.8150352,TIVAOUANE/TIVAOUANE/THIES
413,608-01-09022-62115,13.15697742,-14.10453146,VELINGARA/VELINGARA/KOLDA
491,608-01-09035-62679,14.850568,-15.929923,NDAME/MBACKE/DIOURBEL
343,608-01-09008-49461,14.74190794,-17.47129531,ALMADIES/DAKAR/DAKAR
769,608-01-04000-56439,14.824516,-15.9035903,NDAME/MBACKE/DIOURBEL
308,608-01-09002-36192,14.71973644,-17.4604451,GRAND DAKAR/DAKAR/DAKAR
661,608-01-00821-19692,14.77062513,-17.3759887,PIKINE DAGOUDANE/PIKINE/DAKAR
130,608-01-02003-00012,12.89625871,-16.347229,SINDIAN/BIGNONA/ZIGUINCHOR
663,608-01-00821-20764,14.78856088,-17.36788247,GUEDIAWAYE/GUEDIAWAYE/DAKAR
871,608-01-09001-61257,14.7543566,-17.4407254,PARCELLES ASSAINIES/DAKAR/DAKAR
99,608-01-00946-00005,14.8659893,-15.86948284,NDAME/MBACKE/DIOURBEL
372,608-01-09013-49659,14.431219,-16.904931,SINDIA/MBOUR/THIES
87,608-01-00737-00001,14.6645167,-16.2365736,DIOURBEL/DIOURBEL/DIOURBEL
458,608-01-09028-50225,14.758766,-17.265804,BAMBILOR/RUFISQUE/DAKAR
330,608-01-09005-45849,14.784861,-16.614099,LAMBAYE/BAMBEY/DIOURBEL
214,608-01-04000-62386,14.8196977,-15.8989145,NDAME/MBACKE/DIOURBEL
466,608-01-09029-61415,14.01871096,-16.0217885,KOUMBAL/KAOLACK/KAOLACK
121,608-01-01642-00010,14.7448543,-17.30409229,THIAROYE/PIKINE/DAKAR
614,608-01-00479-00011,14.8597629,-15.8495021,NDAME/MBACKE/DIOURBEL
20,608-01-00152-19388,14.74450289,-17.40599755,PIKINE DAGOUDANE/PIKINE/DAKAR
700,608-01-02006-34077,14.875976,-15.838227,NDAME/MBACKE/DIOURBEL
71,608-01-00711-09318,14.79022922,-12.4694126,MOUDERY/BAKEL/TAMBACOUNDA
106,608-01-01040-00011,14.75040182,-17.4490551,PARCELLES ASSAINIES/DAKAR/DAKAR
270,608-01-04018-59887,14.5162737,-16.9999888,NGUEKOKH/MBOUR/THIES
860,608-01-09001-00609,14.72425708,-17.4413369,GRAND DAKAR/DAKAR/DAKAR
435,608-01-09025-55532,14.71001747,-17.4423479,GRAND DAKAR/DAKAR/DAKAR
102,608-01-01003-33916,14.52846298,-15.68915735,COLOBANE/GOSSAS/FATICK
